id,label,review
test_000185,0,"""Okk nha ăn ngon siu cay hhhhhhhhhhhhhhhhhkkkkkkkkkkkkkkkkkkkkkkkk "" "
test_000186,0,"""ăn đúng ngon luôn đặt cánh đùi chân gà chân vịt với cổ vịt ăn 1 cái ghiền luôn  "" "
test_000187,0,"""Đồ ăn rất ngonn ạ Ngon lắm lun Sẽ uổng hộ shop nhiều lần ạ Rất đáng tiền "" "
test_000188,1,"""Gghhjjbjbhhjjhhjhbjbjbvbjbvvbbjjbvvvvcvvvbhjbvvvhbbjvvjvbjvjjvjvhjkvvjkbcjhvjj "" "
test_000189,0,"""lúc đầu ăn thử thấy lạ lạ nhưng nó ngon lắm nha mn, ăn lâu là nghiện luôn í 😋 "" "
test_000190,0,"""Dạ ngon!!! Nên mua nha mn  Hình ảnh w vid lấy xu hoi chứ hỏng có gì đâu😅 "" "
test_000191,0,"""Ăn cũng ok lắm ạ, giá rẻ quá hời nên mua ăn thử trải nghiệm ạ - - "" "
test_000192,1,"""Babyqjqoaosworqeiyayrbxax ằkgoqogaosdbfaabcbqgyofquwyrakdafnvaxnanvmbdhkjsjjwtwdywdyow "" "
test_000193,0,"""Giao hàng nhanh, đúng số lượng và hàng đã order 👍🏻 rất ngon 🥰 "" "
test_000194,0,"""Ngon mà ăn hơi ngán hoyyy 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Mua ăn thử ik nhó 👌🏻👌🏻👌🏻 "" "
test_000195,0,"""Ngon qué đỉnhhhh lunnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn "" "
test_000196,1,"""mkdkdjdhdh jdkdkdjdid jdkejdjdkd jjdjdkdkd jdkdndkd jdkdndikd jdkdjdud  "" "
test_000197,0,"""Giao hàng hơi lâu một chút nhưng mà bù lại shop có tặng thêm quà chân vịt ăn cũng rất okeee  "" "
test_000198,0,"""ngon mlem mlem ggđgi bbc xayvccgdaeuoụcvhhggdtjvđbcsghv "" "
test_000199,0,"""Mình đã mua lần thứ 2 mình khá hài lòng về shop                 "" "
test_000200,0,"""Sản phẩm dễ ăn, ngon, giao hàng nhanh và shop rất nhiệt tình   "" "
test_000201,0,"""Ăn ngon, hơi cay cay, ăn thử thôi mà nó ngon dã man luôn:))) nhưng hơi ít thịt🙂🙂🙂🙂🙂hình ảnh chỉ mang tính chất nhận xu "" "
test_000202,0,"""Mua thử  Hangg chưa ă nên chưa biết ngon dở  Shop ship hàng sớm ok "" "
test_000203,0,"""Ngon nhé  Lần này shop ship hàng nhanh hơn lần trước  👍 "" "
test_000204,0,"""Chất lượng sản phẩm xịn sò lắm nha, date cũng xa, mà shop giao hàng cực kì nhanh, còn được tặng quà nữa nha "" "
test_000205,0,"""Ngon nhé giao hàng nhanh lắm,  hhhhhhhhhhhhhhhhhhbbbbbbbbbbbhhhh "" "
test_000206,0,"""Chân gà cay ngon vừa ăn  Chân vịt cũng ngon luôn  Giao hàng nhanh "" "
test_000207,0,"""đồ ăn ngon giao hàng nhanh chất lượng đóng gói kỹ cànggg lắmmm "" "
test_000208,1,"""Đóng gói sản phẩm k thể cứng hơn  hương vị tạm ổn Giao hàng nhanh "" "
test_000209,1,"""Mdmdfmffmmffmfmnffnngf f rjrnrnndnnnfnnfnnfnngg g g g g  G ngngngg "" "
test_000210,0,"""Hàng giao nhanh đóng gói cẩn thận sẽ tiếp tục ủng hộ shop ở các sản phẩm khác nữa  "" "
test_000211,0,"""Video để nhận xu thôi ạ ;-; ảnh bên là chân gà và cánh vịt, siêu ngon, rẻ nữa nha <3 "" "
test_000212,0,"""Hang ok , gia re ma ngon chat luong , video k lien quan cho lam , 😐 "" "
test_000213,0,"""Giao hàng nhanh ,gói kĩ càng , tuyệt vời sẽ ủng hộ tiếp vào đợt sau "" "
test_000214,0,"""Gioanhangf nhanh đủ số lượng mọi nh nên chọn loại ít cay nó dễ ăn hơn "" "
test_000215,0,"""Đã nhận hàng  Ngon "" "
test_000216,1,"""Xúc xích quá nhỏ so với tưởng tượng  Ăn ko dính răng "" "
test_000217,1,"""“Ra đời hai tay trắng                          Lìa đời trắng hai tay                          Sao mãi nhặt cho đầy                          Túi đời như mây bay”  "" "
test_000218,1,"""Ảnh và video chỉ mang tính chất nhận xu "" "
test_000219,0,"""Chân vịt nhà shop này mình mua cũng nhiều lần, quen chỗ nên mua  Giá cả vừa phải, ship hàng nhanh là điểm mình thích nhất "" "
test_000220,1,"""Bzjzjsixjcoskwjxjxiwjnsxowpqkxh "" "
test_000221,1,"""Xúc xích k cay cũng k giống hình lắm  Cho bé ăn ok nên thôi cũng k ý kiến nhiều "" "
test_000222,0,"""Chất lượng sản phẩm tuyệt vời, shop phục vụ tốt, thời gian giao hàng nhanh "" "
test_000223,0,"""Rất ngon , những cục xúc xích rất dễ thương  "" "
test_000224,1,"""  "" "
test_000225,1,"""Được có 2 miếng nhỏ xíu - - nnn "" "
test_000226,0,"""Giao đủ còn được thêm bánh nữa iu sốp ăn ngonnn "" "
test_000227,1,"""Hehdh sushi DBSK DBSK dioxide HĐND dungeons shi duehehjej "" "
test_000228,0,"""Ăn rất ngon,giao đúng hàng "" "
test_000229,1,"""        "" "
test_000230,0,"""ngon với đồ tới nhanh nè 💝 "" "
test_000231,0,"""Giao đúng hàng đầy đủ, 2 ngày đã nhận đc hàng  Nhỏ e mình ăn thì nó nói cũng ngon  Vị hơi lạc k thấy cay, riêng mình chắc k hợp khẩu vị nên k thấy ngon, ăn thử cho biết mùi vị 👍👍 video k liên quan 🤣 "" "
test_000232,0,"""Hình ảnh và video chỉ mang tính chất nhận xu,sp tốt,gói hàng hơi sơ sài xíu "" "
test_000233,0,"""Giao hàng khá nhanh nhưng mà không ngon như mình tưởng mấy bạn mua nên cân nhắc kĩ "" "
test_000234,0,"""Ngonnnnnnnnnnnnnnnnnn lắm nha nh ship hơi lâu 🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒🍒 "" "
test_000235,0,"""Ngon, giao hàng nhanh, shop nhắn tin thân thiện, thỉnh thoảng ăn vặt cũng rất vui "" "
test_000236,0,"""Hàng đẹp, giống với mô tả sản phẩm  Đóng gói kĩ càng  Em sẽ mua thêm nhiều lần nữa ạ  "" "
test_000237,0,"""Đã mua thêm lần 2, có tặng cục kẹo mút dễ thương ghê   Cảm ơn shop "" "
test_000238,0,"""Chân vịt ngon lắm bà ngoại mình rất thích nhưng nó hơi cay ngon lắm luôn mình cho shop 5 sao "" "
test_000239,1,"""Chân vịt thì ngon như mực ăn không được bỏ lun mùi kì lắm mình ko kém ăn như mực này mình thua cắn miếng đầu bỏ luôn "" "
test_000240,0,"""Hình ảnh mang tính chất lấy xu thôi  Chứ gói hàng chắc chắn ngon k thiếu món nào  Mn nên mua "" "
test_000241,0,"""Chân vịt thơm ngon, ship nhanh , shop nhiệt tình m n nên mua ủng hộ shop nha "" "
test_000242,0,"""giao hàng nhanh đóng gói đầy đủ đồ ăn cay nhưng k sao cho 5 saooo "" "
test_000243,1,"""Giao đúng đồ đặt, giao đúng ngày dự kiến khuyên mọi người nên mua chỗ rẻ hơn cì chỗ này còn khá đắt "" "
test_000244,0,"""Giao hàng nhanh, đủ sản phẩm, chất lượng phục vụ siêu tốt 😘 "" "
test_000245,0,"""chân vịt với thanh cua ngon lắm ạ 😍 còn xúc xích thì mình thấy hơi hôi, ăn ko hợp khẩu vị nhưng mà 2 món kia thì ngon lắmm "" "
test_000246,0,"""Giao hàng nhanh Đóng gói kỹ Đầy đủ món Chất lượng toẹt vời 👍👍👍👍👍👍👍👍 "" "
test_000247,0,"""Hàng ok  Dặn shop là shop làm theo yêu cầu ngay  Có điều shop tk hơi lâu  Khắc phục điểm này là ok nha "" "
test_000248,1,"""Mưa hàng cảm giác khó chịu   Giao chậm k nói gì đang dịch Hàng hết hạn từ 1 tháng trước r vẫn đem ra bán đc   bánh bao thì chuột khoét nát bét ra ăn kiểu j đc   túi kẹo cũng bị khoét chả hiểu kiểu j 🙄🙄 "" "
test_000249,1,"""Đơn hàng 10 chân gà và 5 đùi gà, giao đủ 10 đùi + 45k tiền hoàn đùi gà, đã liên hệ shop về phần tiền hoàn thiếu  Đến 17h42' 27/7 vẫn chưa nhận đc tiền hoàn mà shop cmt là đã chuyển khoản, và đóng trang ngưng bán  "" "
test_000250,0,"""Có chân vịt với chân gà là cảm thấy ngon nhất còn bào ngư,   thì mùi tiêu hơi nhiều hơi khó ăn, cay nồng  Bánh tráng chỉ có mỗi gói satế với ít muối khá không ngon lắm  Còn lại thì không biết vì có chia cho người khác cùng ăn ^^  giao hàng khá nhanh đóng gói chắc chắn cực "" "
test_000251,0,"""Ngon lắm nha, thích nhất mì tuổi thơ UwU shop rất đáng yêu luôn "" "
test_000252,1,"""Lần đầu mua ăn thử ko biết vị ntn  Lúc nhận hàng thấy cái hộp bị rách 1 lỗ sợ hàng mình bị bóc mất, mình vội kiểm tra thì vẫn còn đủ hàng may quá    món mình đặt ko có hay sao đó shop cũng bù vô và còn tặng quà cho mình , thấy tặng là thấy ưng cái bụng r   "" "
test_000253,0,"""Râu mực ăn có vị như mấy sợi cay nhưng không ngọt bằng  Xúc xích ăn ổn áp  Cánh vịt, chân gà chân vịt ăn khá ok, mami tui rất thích nên tui cho 5🌟 Không tiện chụp hình nên đăng mấy chiếc case mới mua "" "
test_000254,0,"""Shop giao đủ món, còn thêm 1 bịch nhỏ tặng kèm   Ngày sản xuất trên bao bì là tháng 3, vừa kịp để ăn hết đống đó  Đồ ăn ngon, cay vừa phải   "" "
test_000255,0,"""Đóng gói cẩn thận, hàng giao nhanh  Chân vịt ăn nhiều lắm rồi mà vẫn thấy ngon  Kẹo kim, xí muội, bột trái cây ăn làm nhớ hồi tuổi thơ ghê luôn ý  "" "
test_000256,0,"""Chân gà ngon cay !!! Đc tặng thêm quà nên nữa    ăn ghiền gê nên mua típ kkkkkksbhdjdldndjxxlx  "" "
test_000257,0,""" Sản phẩm rất ngon   Ăn ghiền  luôn á  Giá cả thì tui thấy rẻ hơn so với thị trường   Sẽ quay lại ủng hộ shop vào một ngày đẹp tr cái miệng lại thèm ăn ạ 🙆‍♀️ "" "
test_000258,0,"""Chân gà ngon hơn chân vịt kakskfkkkkkkjjjshsbsbdnndndndnnensjjsjx  D d dndnndnxnxnxnxnjdj "" "
test_000259,1,"""Chân gà này mình ăn nhiều rồi  Ăn rất dính luôn á kkkk ngồi chơi nhai nhai vui miệng "" "
test_000260,0,"""Đồ ăn thì cũng đc ok  Chỉ là đùi ăn hơi ghê không đc ngon cho lắm nhưng mấy món còn lại thì ok "" "
test_000261,0,"""Giao đủ hàng, chưa ăn nên chưa pik mùi vị sao, nhưng dc shop tặng thêm 1 gói râu mực nữa, thanks "" "
test_000262,0,"""Shop tư vấn nhanh lẹ 👍  Date còn mới / đóng gói đẹp  Mấy homie an tâm mua sắm nhé 😘 Shop còn tặng thêm vài cũ kẹo nhăm nhi nữa 🤩 "" "
test_000263,0,"""Hàng đủ ngon săn sale chủ có 1k nên quá ưng rồi  Nên mua ăn thử nha "" "
test_000264,0,"""Shop giao đủ hàng, còn tặng thêm kẹo nữa  Nhưng mà hàng order nên đợi hơi lâu nè  Mình chưa ăn thử nên chưa biết ngon hay k!! "" "
test_000265,0,"""Chất lượng tốt giao nhanh nhưng em đặt thanh cua lại thành cái này :((  "" "
test_000266,0,"""Chân vịt ăn ngon, lạ miệng, loại màu xanh ít cay, dùng làm đồ nhắm là tuyệt vời "" "
test_000267,0,"""Mua lần thứ 3 , shop siu siu dễ thương , còn tặng thêm quà 😘😘 "" "
test_000268,1,"""Nhận đủ hàng, giống mô tả  Mùi bơ quá  nhiều, lưu hương phản phất , ăn vụn là bị phát hiện ngay 😂 "" "
test_000269,0,"""Chân vịt và cánh vịt ngon Giao hàng nhanh Shop nhiệt tình, thân thiện "" "
test_000270,0,"""chân gà ngon, có gân, cay vừa nữa, mình rất thích nên đã mua lại 🥰 "" "
test_000271,0,"""Đóng gói ok  Mà ăn không hợp khẩu vị lắm có thể mua ăn thử  "" "
test_000272,0,"""Ngon  Giá tốt  Giao hàng nhanh  Mình ăn hết r nên kh có hình :)))))))))))))))) "" "
test_000273,0,"""Sản phẩm đúng như quảng cáo, sạch sẽ  Gọn gàng, lần đầu ăn nên vị hơi lạ miệng chưa quen "" "
test_000274,0,"""Sản phẩm đủ,đóng gói sản ko đc chắc chắn,shop phục vụ đc ,giao hàng nhanh đặt 1 ngày trước  ,ngày hôm nay đã có cho shop 5 sao nè sẽ ủng hộ shop  "" "
test_000275,0,"""Shop giao nhanh mà còn dthg tặng cho thêm 1 bịch khác nữa hehe ăm xong sẽ quay lại ủng hộ shop nha :33 "" "
test_000276,0,"""Ngonnnnnnnnn quá trời quá đaats luôn shop ơiiiiiiiiiiiiiiiiiii "" "
test_000277,0,"""Giao hàng hàng nhanh, đầy đủ, ngon, bổ rẻ, sẽ ủng hộ shop trong tương lai  "" "
test_000278,0,"""Ăn rất ngon nha thanh cua mềm chân gà cánh vịt ngon đối với những ngời ăn chưa quen sẽ có mùi khá hôi nhưng mình ăn thấy rất ngon cho shop 5 sao "" "
test_000279,1,"""Shop giao đủ hàng, bán hàng có trách nhiệm, giá cũng rẻ  "" "
test_000280,0,"""Shop giao hàng nhanh, đóng gói cẩn thận lại còn tặng kèm quà nữa  Mùi vị ngon sẽ tiếp tục ủng hộ shop "" "
test_000281,1,"""Đi làm nhờ người nhà nhận hàng Về mở nhìn lại toàn hết hạn sử dụng ( 30/03/2021 ) Mọi người cẩn thận > < "" "
test_000282,1,"""Đã nhận đc hàng  Giao hơi lâu Vs k ngon như mình tưởng tượng, mùi giống ăn xúc xích 😂😅 "" "
test_000283,0,"""Đồ ăn cựcccccccc kì ngon luôn á giao nhanh lắm luôn 🧋🧋🧋😀😀😀😀😀🧋🧋🧋🧋🧋🧋🧋😍😍😍😍😍😍😍😋😋😋😍😍🍵🍵🍵🍵🍵 "" "
test_000284,0,"""Giao nhanh cực kì , hôm qua đặt sáng hôm sau đã giao , chưa ăn thử nhưng thấy hấp dẫn :))) "" "
test_000285,0,"""Xin lỗi shop em ăn hết rồi nên ko có hình mong shop thông cảm cho em sản phẩm rất tuyệt vời nha mn nên mua mốt ghé shop này mua thêm nhìu đồ ăn thêm nữa đồ ăn, ăn cũng ok lắm mn nên mua thử nha "" "
test_000286,1,"""Kh tin đc mua nhiêu đây chưa tới 40k :((( mua đc giá sale 9k đỉnhhhhh "" "
test_000287,1,"""Chân gà khá cay ăn ngon hình ảnh chỉ mang tính chất nhận xucyveouveuetfttyoeuusheiwodidnheiwjehdbdiejdbudjevwjwhdjdienebdisodkndkdkdkdjdksjsjsjendjbdndkdjdbdhdjdjjdjdnbdjdjdjjdbdhdhebejhejdjdjdjndbwjwjdnkenwnenenenenndndndnnndndjekkejennd  djejnenndndnnmmmndhwndbjdjndbjdjwndbdjnebbdbbdbebwbejsnendbj "" "
test_000288,0,"""Ăn vui vui, đơn giản  Phù hợp các chuyến đi du lịch "" "
test_000289,1,"""Nói chung thì ăn cũng đc mà k biết hạng sử dụng trên bao bì này là ngày sản xuất hay là hết hạn nữa  Đặt biệt những người không ăn cay được thì k nên ăn  Đồ ăn cay lắm  Ăn vui mồm thôi chứ đừng ăn nhìu mọi người nhé "" "
test_000290,0,"""Thích hết "" "
test_000291,0,"""Chân vịt ăn rất uki và cay nè,cổ vịt hơi bở xíu,còn xúc xích sụn gà shop giao thiếu nên hong biết, giao hàng siêu nhanh🥰Mình mua 24 cái mỗi thứ shop có tặng thêm bánh xốp nabati nè iu ghê hjhj❤ "" "
test_000292,0,"""Rất ngon "" "
test_000293,0,"""Mua lần thứ 2 rồi! Rất ngon "" "
test_000294,1,"""Lần đầu không biết sao ăn hơi sợ lần sau quen ăn cũng như xúc xích "" "
test_000295,0,"""Hàng giao nhanh sản phẩm OK lần sau sẽ ủng hộ shop     "" "
test_000296,0,"""Sản phẳm đóng gói rất cận thận và chân gà ăn rất ngon mùi vị nhứ xúc xích, mới đầu mới ăn hơi tê nhưng ăn một lúc k cay rất ngon    Còn đùi gà ăn bị bỡ và mùi vị k ngon k "" "
test_000297,0,"""Ok ngon nha "" "
test_000298,1,"""Shop đổi món lum la hết mà ko hề báo , shop báo trước chứ ạ ? Lần này em hơi thất vọng, shop hết món thì báo để em đổi em đặt lại, đây shop tự ý đổi, shop xem lại và mong shop cải thiện , em cảm ơn "" "
test_000299,0,"""Có đùi gà, vịt ăn đc  Hiccc ăn khum quen thì thui nha mn "" "
test_000300,1,"""Hahhfkkkskkskkdncbcbkakalbc "" "
test_000301,1,"""Tôi không phải là vi gì đó nhận hàng trong quá trình   lúc đặt hàng đến nay tôi chưa nhận được cuộc gọi nào từ shipperr :))  Vậy mà Shopee lại báo là giao hàng thành công nguoi lấy vi "" "
test_000302,0,"""Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn  Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này  "" "
test_000303,1,"""DA HEO CỨNG NHƯ CÂY 🙄🙄 "" "
test_000304,0,"""Sẽ quay lại ủng hộ shop 🥰 "" "
test_000305,0,"""Hàng ngon lắm mn ơi, nên mua nhà Giao hàng hơi chậm nhưng ko sao vì dịch mà "" "
test_000306,0,"""Hàng chất lượng đủ số lượng nhưng đóng gói khá sơ sài , thời gian chuẩn bị hàng khá lâu mình đặt từ 15/7 mà tận 24/7 mới nhận đc nhưng nói chung thì vẫn rất okkk !!!! "" "
test_000307,0,"""Giao hàng đầy đủ  Shop có tặng thêm 1 bịt thanh cua  Cảm ơn shop  Có mua đồ ăn nữa m sẽ quay lại 🥰 "" "
test_000308,0,"""Hàng giao nhanh hoả tốc lun không nghĩ mới vừa đặt có liền Giao sp đầy đủ "" "
test_000309,0,"""Chân này ngon nha mn, ko có vị nồng nha "" "
test_000310,0,"""ngon "" "
test_000311,0,"""Bắp ngon lắm   "" "
test_000312,0,"""giao hàng nhanh, đầy đủ, sẽ ủng hộ tiếp "" "
test_000313,0,"""Mình thấy râu mực ko được ngon, chắc ko phải khẩu vị của mình, ăn kì kì lạ lạ "" "
test_000314,1,"""đặt chân gà shop giao chân vịt thât sự k dám mua lần nữa quá thất vọng làm ăn có tâm chút nha shop oi "" "
test_000315,0,"""Ăn ngon lắm nha, ăn 1 cái là phải ăn thêm, ăn ghiền ghiền "" "
test_000316,0,"""mình thấy chân gà ngon và dễ ăn hơn hơn chân vịt (cả 2 đều ngon) "" "
test_000317,0,"""Ăn ko ngon cho lắm, mua chân Vịt, chân Gà VIETNAM luộc chấm mắm gừng ăn ngon hơn  Lời khuyên chân thành những ai có ý định mua  "" "
test_000318,0,"""Mình thấy chân gà ngon hơn á chắc tại khẩu vị của mình không hợp chân vịt, shop giao đủ ạ   Mình ăn hết rồi nên hong chụp hình lại được 😹  "" "
test_000319,0,"""Hàng đã về kho gần nhà mình nhưng 3 ngày mới giao Sau nhiều lần gọi cho tổng đài giao hàng nhanh  "" "
test_000320,0,"""Giao hàng lâu quá Nhưng shop đóng gói đủ, còn tặng thêm bịch râu mực  Bánh bông lan trứng muối siêu rẻ, siêu ngon Chân và cánh rẻ hơn ở chỗ khác Mlem mlem "" "
test_000321,1,"""Vyyhxvgcswqwdxhjuygvvhjknbvcassfgjjnbvvggdwqsfhygvvvvhhhdrddwaa "" "
test_000322,0,"""Nhận hàng đúng số lượng còn có thêm quà tặng, cảm ơn Shop! "" "
test_000323,0,"""Dfghjjjjhgggfgvvhcvvbv🌝🌖🌖🌸🌾🌾🌾💐💐🌸🍁💐🍁🌸🌸🌸💐🌸🌸🌸🌸💐💐🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸💐🌼 "" "
test_000324,0,"""Ngon vừa nhận là ăn 3 chân  Shop nhiệt tình nữa ✌️✌️✌️✌️ "" "
test_000325,0,"""Ok "" "
test_000326,0,"""Mua lần 2 rồi, hàng vẫn ship nhanh và ngon kèm quà nhỏ của shop, thank "" "
test_000327,1,"""Đặt 13 chân mà giao 9 chân còn 4 đùi là sao  Làm ăn mất uy tính "" "
test_000328,1,"""Giao nhanh cực lun 😿 nữa đêm thèm chân gà hên là ở đây có dịch vụ giao ngay lun:3 trên app ghi là 2 tiếng có nmà lúc giao chưa tới 20' là có gòi nha💜 "" "
test_000329,1,"""Mình đặt chân vịt mà shop lại giao lộn cho mình chân gà "" "
test_000330,0,"""shop giao đúng với yêu cầu, sản phẩm ngon với còn tặng thêm cho mình cái thanh cua với gì đó mình cũng k biết nhưng mà ngon "" "
test_000331,1,"""Tôi đặt 10 chân vịt sao đưa 2 đùi gà với 8 chân vịt là sao chân gà ko ngon mà nó dỡ vãi luôn "" "
test_000332,0,"""Giao hàng nhanh ,và chất lượng sản phẩm tốt!!!!!!!!!!!!!!!! "" "
test_000333,0,"""shop phục vụ nhiệt tình sản phẩm ngon  "" "
test_000334,0,"""Ok   "" "
test_000335,0,"""Còn đc tặng que kẹo ngon ngon xịn xịn nữa  Giao liền và ngay lun á  Thích dễ sợ "" "
test_000336,1,"""Chân vit thì lạt ,đùi vịt thì nặng mùi ngủ vị hương nói chung ăn vui thôi chứ ko zj đặc biệt   "" "
test_000337,1,"""Hdndnjsjjdnr "" "
test_000338,0,"""Ngon lắm nhoa "" "
test_000339,0,"""Rẻ hơn thị trường, ngon, mình đặt chân gà - chân vịt - thịt nướng thì vị thịt nướng rẻ nhất lại ngon nhấtttt  "" "
test_000340,0,"""Tui tưởng chân gà nó ngon như nào mà thấy hot nên mua về thử thỳ theo mình thỳ sao sao á kiểu ăn hk quen nhưng cx đc mn nên mua ạ đống gói kĩ tặng kèm quà nữa  "" "
test_000341,0,"""ngonn giao hàng rất nhanh sáng chiều chiều đã nhận r mình ở tphcm nên giao rất là nhanh "" "
test_000342,0,"""Lần 2 mua chỗ này rồi đồ ăn ngon mà ship nhanh nữa shipper hơi bị thân thiện đổi địa chỉ mà chị shipper vẫn kiên trì đi giao sẽ ủng hộ lần nữa "" "
test_000343,0,"""Ngon nhức nách mấy bà ơi!!! "" "
test_000344,0,"""Siêu ngon còn bonus thêm 1 món quá xứng đáng có 10 saooo "" "
test_000345,0,"""Chân vịt ngon còn được tặng thêm quà nữa ship tầm 1 tiếng là tới "" "
test_000346,0,"""Ăn khá ngon và nghe mùi xúc xích "" "
test_000347,1,"""Haiahdudownwhzoxbsbsjaoandhxisjabagsoangsusoabsgksjabshskbshzkx shajs "" "
test_000348,1,"""Ăn ko được  Mùi như thịt hộp thêm bột ớt, quá cay  "" "
test_000349,0,"""Tạm được !! "" "
test_000350,0,"""Chân siêu ngon luôn, giao cũng siêu nhanh nè❤️❤️ "" "
test_000351,0,"""Chưa ăn nhưng thấy giao hàng rất nhanh và đúng y hình Thank shop ăn hết sẽ ủng hộ shop nữa "" "
test_000352,0,"""Chân gà chân vịt ngon  "" "
test_000353,0,"""san pham ok hinh anh mang tc minh hoa nhe! "" "
test_000354,1,"""Giao hoả tốc trong ngày chân vịt cay ngon "" "
test_000355,0,"""Ngon,cay,đến mẹ tôi ăn vào cũng mê nữa "" "
test_000356,0,"""Ngon nhưng hơn cayy á "" "
test_000357,1,"""Cay nhen mấy ba "" "
test_000358,0,"""Ngon "" "
test_000359,0,"""Rất ngon ạ đủ hàng nè "" "
test_000360,1,"""                                                     "" "
test_000361,0,"""Đủ sl, giao nhanh, nhiệt tình                                     🌻🌻🌻 "" "
test_000362,1,"""Mình mua đum nên k có ảnh sp  !!!!!!¡!!!!!!!!!!!!!!!!!!!!!! "" "
test_000363,0,"""Vì tui ănn được nên là thấy ngonn "" "
test_000364,0,"""Ngon lắm quý vị giao hàng nhanh nữa "" "
test_000365,0,"""Ok "" "
test_000366,0,"""ok "" "
test_000367,1,"""ÚDtíítgoGGOzgoatosgosgozfizifgxodpysyps605d9pf6f6oyfoyof "" "
test_000368,1,"""HâjkqjdnxjakqoiwhxbxbakkqkwjdjxbxnjakakwjsbxbzjKakkakzjxnxnx "" "
test_000369,0,"""Ngon bổ rẻ giao hàng nhanh     ,                             "" "
test_000370,0,"""Chân gà vs vịt rất ngon giao hàng nhanh cho 5 sao "" "
test_000371,1,"""Hajabahwjxnbakqkx nKkqhsbxmamqkxbxbbjakqbxbxkknabxjxj "" "
test_000372,1,"""Ndbjakanejkxmxnanjwkwkx cbajwkmdxnbkwknd nxnakwkmxnxmm "" "
test_000373,1,"""Kdjnahwjnd s bãnnxmakwjhdbxnnakwjejxbxbmqkkwndbxnzmmak "" "
test_000374,0,"""Shop giao đủ, ăn rất ngonnnnn, mình nhận xu thui nhennn!!!!!! "" "
test_000375,0,"""Ngon "" "
test_000376,0,"""ok  shop giao đủ sản phẩm                             ok  shop giao đủ sản phẩm                             ok  shop giao đủ sản phẩm                            "" "
test_000377,0,"""Hàng giao nhanh ngon "" "
test_000378,0,"""Quá ngon 🤤 "" "
test_000379,1,"""Ko hợp khẩu vị nên ăn ko ngon cho lắm, giao hàng lâu có thiếu này bù kiaaaa "" "
test_000380,0,"""Ngon như mọi khi, ăn chơi cũng đc  Giao nhanh đơng gói cẩn thận "" "
test_000381,1,"""Gà nhìn rất sạch sẽ , sẽ đặt lại "" "
test_000382,0,"""NGON TUYỆT VỜI  NÊN MUA ĂN NHÉ "" "
test_000383,0,"""Chân vịt thơm ngon,date còn mới luôn nha cả nhà "" "
test_000384,0,"""Gbgud5e cm Cty👿🤭🤥😈🤥🤥🤢😈🤢😈🤠😈🤢🤠🤓😡😇🤓🤥👿🤫👻🤭🤭🥴👽🥴👽🥴🤭👽👹👻🥳☠️🤢😈🤠🤓🤢😇🤓😇🤓🤢🤠😈🤠🤢😈🥳🤫🤭👿🤫👻,d j gu vgguvihcr6 if cgu f, y "" "
test_000385,1,"""Bắp bay hơi   Mềm   Đóng gói kém "" "
test_000386,1,"""Óhdjsjsjdjjxxjjxjxbsjakqiwjsbbzxsbsbshjsjsjzjzjzjzjz "" "
test_000387,0,"""tuyệt "" "
test_000388,1,"""Không hợp khẩu vị, toàn sa tế với mình là k ngon "" "
test_000389,0,"""Chắc cánh vịt là món ngon nhất quá "" "
test_000390,0,"""2 từ thôi ngon rẻ ạ !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! "" "
test_000391,0,"""Ăn ổn nha MN Có thể thử "" "
test_000392,0,"""Chân gà khá ok, chân vịt hơi mặn 1 chút "" "
test_000393,1,"""Hơi cay "" "
test_000394,0,"""Thanh cua ngon "" "
test_000395,1,"""nhưng thời gian giao hàng lâu cực "" "
test_000396,0,"""Ship về hơi trễ nha shop "" "
test_000397,0,"""Chân gà ăn ngon giòn, cay nữa, dịch nằm nhà nhầm nhi thích hợp nè, shop tv nhiệt tình, giao hàng hơi lâu "" "
test_000398,1,"""Hàng đúng loại, đủ số lượng, nghe mùi xúc xích, cay nhiều !  Hàng đúng loại, đủ số lượng, nghe mùi xúc xích, cay nhiều !  Hàng đúng loại, đủ số lượng, nghe mùi xúc xích, cay nhiều !  Hàng đúng loại, đủ số lượng, nghe mùi xúc xích, cay nhiều !  Hàng đúng loại, đủ số lượng, nghe mùi xúc xích, cay nhiề "" "
test_000399,1,"""                                                   "" "
test_000400,1,"""Mua cánh lại giao hàng là chân  "" "
